station_name,operator,address,city,district_area,state,pincode,latitude,longitude,num_chargers,connector_types,power_kw,status,pricing,source_url,coord_precision,corridor
Charge Zone - Tiruchirappalli (Courtyard Marriott),Chargezone (India),"Courtyard By Marriott Tiruchirappalli, Collectorate's Office Road, Raja Colony",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,,10.8065,78.6895,1,CCS (Type 2),,Operational,,https://www.meraev.com/charging-stations-in/tiruchirappalli,approximate (town/road-level),Trichy city
Kaveri Garage Tiruchirapalli,Zeon Charging,"Grand Southern Trunk Road, Srirangam, Thiruvanaikoil",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,620005.0,10.85843,78.71129,1,CCS (Type 2),50.0,Operational,On request,https://www.evchargestation.in/ev-station/kaveri-garage-tiruchirapalli-tiruchirappalli-tamil-nadu,verified (site page),Urban/City
Trichy - Ammikal Square Kanchivaram Cafe,Zeon Charging,"Near Tiruchirappalli International Airport, 620007",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,620007.0,10.7462875,78.7135781,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-trichy-ammikal-square-kanchivaram-cafe-ppw7-gc8-tiruchirappalli-tamil-nadu-india-620007,verified (site page),"Trichy (in-city, near airport)"
Trichy - Dindigul Main Road Kaveri Garage,Zeon Charging,"27/5, Dindigul Main Rd, Dheeran Nagar, Pirattiyur, 620009",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,620009.0,10.791386273716016,78.65698605704308,1,CCS2 (DC),24 kW,Operational,,https://zeoncharging.com/ev-charging-trichy-dindigul-main-road-kaveri-garage-dheeran-nagar-620009,verified (site page),Trichy (in-city)
Trichy - Hotel Balaji Ariyas,Zeon Charging,"Pudukudi North, 613402",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,613402.0,10.7330375,78.8735781,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-trichy-hotel-balaji-ariyas-pvmf-6c8-pudukudi-north-tamil-nadu-india-613402,verified (site page),Trichy (in-city)
Trichy - Tata Motors Kaveri (Thiruvanaikoil),Zeon Charging,"Thiruvanaikoil, Tiruchirappalli, 620005",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,620005.0,10.857735715550913,78.71159266253092,3,CCS2 (DC),50-60 kW,Operational,,https://zeoncharging.com/ev-charging-trichy-tata-motors-kaveri-thiruvanaikoil-620005,verified (site page),Trichy (in-city)
IOCL - GSM,IOCL,"Chettikuruchi, Karisalkulam, Tirunelveli",Chettikuruchi,Tirunelveli,Tamil Nadu,,8.75,77.55,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),Tirunelveli district
Tamilachi Family Restaurant,Ather Grid,"NH 7 Mainroad, Rajaputhukkudi, near Gangaikondan, Tirunelveli",Gangaikondan,Tirunelveli,Tamil Nadu,,8.7667,77.6833,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),NH7/NH38 near Tirunelveli
Ather-Tirunelveli,Ather Grid,"52-C, Trivandrum Rd, Palayamkottai, Tirunelveli",Palayamkottai,Tirunelveli,Tamil Nadu,,8.7167,77.7333,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),Tirunelveli city
HPCL - Margery,HPCL,"Meetpar Nagar, Tuckerammalpuram, Palayamkottai, Tirunelveli",Palayamkottai,Tirunelveli,Tamil Nadu,,8.7167,77.7333,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),Tirunelveli city
IOCL - St Thomas,IOCL,"Panagudi, Radhapuram, Kalandapanai, Tirunelveli",Panagudi,Tirunelveli,Tamil Nadu,,8.2333,77.55,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),NH44 Tirunelveli-Nagercoil
IOCL - Rajam Agency,IOCL,"Sankarankoil, Melaneelithanallur, Keelaneelithanallur, Tirunelveli",Sankarankoil,Tirunelveli,Tamil Nadu,,9.1667,77.5333,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),Tirunelveli district
Ather-Mandeep Marbles,Ather Grid,"54/1A-1A, Nagercoil Road, Gausanalpuram, opp Christ Jothi School, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,,8.7139,77.7567,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),NH44 Tirunelveli-Nagercoil
Ather-Philips Auto Care,Ather Grid,"Sivarajapuram, Tirunelveli to Tenkasi Highway, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,,8.7139,77.7567,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),Tirunelveli-Tenkasi Hwy
Charzer - Safe Green Automobil,Charzer,"Kokkirakulam, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,,8.7139,77.7567,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),Tirunelveli city
HPCL - Rajvels,HPCL,"MP88 8G6, Trivandrum Rd, Malikai Nagar A, Muthur Reddiarpatti, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,,8.7139,77.7567,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),NH744 Tirunelveli-Trivandrum
HPCL - Valliammai,HPCL,"2J2C RXX, Sankarankoil-Tirunelveli Rd, Vanniconendal",Tirunelveli,Tirunelveli,Tamil Nadu,,9.1667,77.5333,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),Tirunelveli district
Regency Tirunelveli By GRT Hotels,Zeon Charging,"10 A, 1 B, Trivandrum Road, Vannarpettai",Tirunelveli,Tirunelveli,Tamil Nadu,627003.0,8.72921,77.72092,1,CCS (Type 2),50.0,Operational,On request,https://www.evchargestation.in/ev-station/regency-tirunelveli-by-grt-hotels-tirunelveli-tamil-nadu,verified (site page),Urban/City
Statiq 60kW Tirunelveli,Unknown Operator,"Near Showroom Entrance, 7/147-A1, Nagercoil Main Road",Tirunelveli,Tirunelveli,Tamil Nadu,627007.0,8.66847,77.71834,1,CCS (Type 2),60.0,Operational,On request,https://www.evchargestation.in/ev-station/statiq-60kw-tirunelveli-tirunelveli-tamil-nadu,verified (site page),Urban/City
Ather-Eagle Traders (Vallioor),Ather Grid,"174/46, EB colony Bypass, NH-44, Vallioor, Tirunelveli",Vallioor,Tirunelveli,Tamil Nadu,,8.3833,77.6167,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Tirunelveli,approximate (town/road-level),NH44 Tirunelveli-Nagercoil
Tata Power - Hotel Hills Athanavur,Tata Power,"3-12, Athanavur, Boat House Road, Thirupathur, Yellagiri Road, Vellore District",Thirupathur,Tirupathur,Tamil Nadu,,12.4975,78.5677,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48/Yellagiri Road
Vaniyambadi - KFC,Zeon Charging,"PM97+V4V Chengilikuppam, Girisamudram, Vaniyambadi Tk, 635751",Vaniyambadi,Tirupattur,Tamil Nadu,635751.0,12.7197375,78.6627969,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-chengilikuppam-vaniyambadi-kfc-pm97-v4v-chengilikuppam-tamil-nadu-india-635751,verified (site page),Vaniyambadi-Ambur belt
Cafe Udupi Ruchi,Zeon Charging,"NH - 544, Track Bypass Road",Avinashi,Tiruppur,Tamil Nadu,641654.0,11.17719,77.28392,1,CCS (Type 2),50.0,Operational,On request,https://www.evchargestation.in/ev-station/cafe-udupi-ruchi-avinashi-tamil-nadu,verified (site page),Urban/City
Zeon Charging - Velaythampalayam,Zeon Charging,"SF.NO: 2/7031, near Sai Baba Kovil, Velaythampalayam Village, Avinashi, Tiruppur",Avinashi,Tiruppur,Tamil Nadu,,11.1936,77.2694,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Tiruppur,approximate (town/road-level),NH544 Avinashi
Coco Charging Station Pochampalli,IOCL Coco,"Coco, Pochampalli, Dharapuram, Tiruppur",Dharapuram,Tiruppur,Tamil Nadu,,10.7333,77.5333,1,Bharat DC-001,,Operational,,https://www.zigwheels.com/electric-charging-station/Tiruppur,approximate (town/road-level),NH544 Coimbatore-Kochi belt
Ather-Smart Bazaar,Ather Grid,"24 Valarmathi Bus Stop, Municipal Office Rd, Tiruppur",Tiruppur,Tiruppur,Tamil Nadu,,11.1085,77.3411,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Tiruppur,approximate (town/road-level),Tiruppur city
Ather-Tirupur,Ather Grid,"126-298 Tiruppur Rd, Karuppa Gaundanpalayam, Tiruppur",Tiruppur,Tiruppur,Tamil Nadu,,11.1085,77.3411,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Tiruppur,approximate (town/road-level),Tiruppur city
Tata Power - Ginger Tirupur,Tata Power,"Padmini Garden, Tiruppur-Kangayam Rd, Tiruppur",Tiruppur,Tiruppur,Tamil Nadu,,11.1085,77.3411,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Tiruppur,approximate (town/road-level),Tiruppur city
Zeon - Sri Sakthi Cinemas,Zeon Charging,"Sri Sakthi Cinemas, 256 Union Mill Rd, KPN Colony, Valipalayam, Tiruppur",Tiruppur,Tiruppur,Tamil Nadu,,11.1085,77.3411,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Tiruppur,approximate (town/road-level),Tiruppur city
Zeon Office Tiruppur,Zeon Charging,"167 Union Mill Road, Opp Sangeetha Theater, Kannipiran Colony, Valipalayam, Tiruppur",Tiruppur,Tiruppur,Tamil Nadu,,11.1085,77.3411,2,3PIN-15AMP (Level 1),,Operational,,https://www.zigwheels.com/electric-charging-station/Tiruppur,approximate (town/road-level),NH544 Coimbatore-Kochi belt
Bharat Petroleum COCO Pump Thirupuvanam,Unknown Operator,"Sy No 225/1A, NH - 87",Tiruppuvanam,Tiruppuvanam,Tamil Nadu,630611.0,9.81293,78.26301,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/bharat-petroleum-coco-pump-thirupuvanam-tiruppuvanam-tamil-nadu,verified (site page),Urban/City
Chengapalli - Chola Café,Zeon Charging,"Muthanampalayam, 641606",Chengapalli,Tirupur,Tamil Nadu,641606.0,11.1987875,77.4086094,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-chengapalli-chola-caf-5cx5-gc9-muthanampalayam-tamil-nadu-india-641606,verified (site page),NH544 Coimbatore-Kochi belt
Dharapuram - Hotel Apoorvaa Express,Zeon Charging,"Nallini Rd, opp Dharapuram, Raam Nagar, 638673",Dharapuram,Tirupur,Tamil Nadu,638673.0,10.7186875,77.5463594,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-dharapuram-hotel-apoorvaa-express-pg9w-fgh-raam-nagar-tamil-nadu-india-638673,verified (site page),NH544 Tiruppur-Dharapuram-Palani
Dharapuram - Salem RR Briyani,Zeon Charging,"New Bypass Road, Dharapuram South, 638656",Dharapuram,Tirupur,Tamil Nadu,638656.0,10.7228047,77.5280166,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-dharapuram-salem-rr-briyani-pgfh-455-dharapuram-south-tamil-nadu-india-638656,verified (site page),NH544 Tiruppur-Dharapuram-Palani
Kangeyam - Sree Annapoorna,Zeon Charging,"NH-69, Kangeyam, 638701",Kangeyam,Tirupur,Tamil Nadu,638701.0,10.9968625,77.5775469,4,"16A AC, CCS2 (DC)",3.3kW AC / 50-60kW DC,Operational,,https://zeoncharging.com/ev-charging-kangeyam-sree-annapoorna-xhwh-p2v-kangeyam-tamil-nadu-india-638701,verified (site page),NH69 Coimbatore-Karur
Palladam - SA Residency,Zeon Charging,"No:132, Trichy Rd, Palladam, 641664",Palladam,Tirupur,Tamil Nadu,641664.0,10.9941269,77.2940912,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-palladam-sa-residency-trichy-road-641664,verified (site page),NH544 Coimbatore-Kochi belt (Palladam)
Pongalur - Hotel Apoorva,Zeon Charging,"Nagapattinam-Coimbatore-Gundlupet Hwy, Palladam, 641664",Pongalur,Tirupur,Tamil Nadu,641664.0,10.9788396,77.341828,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-pongalur-hotel-apoorva-nagapattinam-coimbatore-gundlupet-highway-641664,verified (site page),NH67 Coimbatore-Karur
Tiruppur - Hotel Sri Sakthi,Zeon Charging,"Hotel Sri Sakthi, Tiruppur, 641601",Tiruppur,Tirupur,Tamil Nadu,641601.0,11.094755910300927,77.34810005092619,1,Type 2 (AC),7 kW,Operational,,https://zeoncharging.com/ev-charging-tiruppur-hotel-sri-sakthi-tiruppur-tamil-nadu-india-641601,verified (site page),Tiruppur town
Tiruppur - RK Residency,Zeon Charging,"Velliyankadu, Tiruppur, 641603",Tiruppur,Tirupur,Tamil Nadu,641603.0,11.108,77.348,1,,,Operational,,https://zeoncharging.com/ev-charging-tiruppur-rk-residency-velliyankadu-641603,approximate (town-level),Tiruppur-Avinashi road
Tirupur - Pantaloons (Tirupur-Avinashi Rd),Zeon Charging,"Tirupur-Avinashi Rd, Tirupur, 641603",Tirupur,Tirupur,Tamil Nadu,641603.0,11.1291375,77.3280781,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-tirupur-pantaloons-tirupur-avinashi-rd-tirupur-tamil-nadu-india-641603,verified (site page),Tirupur-Avinashi road
Udumalpet - Thangammal Complex,Zeon Charging,"Thangammal Complex, Udumalpet, 642154",Udumalpet,Tirupur,Tamil Nadu,642154.0,10.6142875,77.2554531,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-udumalpet-thangammal-complex-udumalpet-tamil-nadu-india-642154,verified (site page),NH544/Udumalpet-Pollachi road
Coco Chengapalli - Indian Oil Swagat,IOCL,"NH544, Vadamugam Kangeyampalayam Village, Uthukuli Tk, Tirupur District",Uthukuli,Tirupur,Tamil Nadu,,11.2167,77.4667,1,Bharat DC-001,,Operational,,https://www.meraev.com/charging-stations-in/coimbatore,approximate (town/road-level),NH544 Salem-Coimbatore-Kochi
Tiruvannamalai - Ashreya Suites,Zeon Charging,"Tiruvannamalai, 606601",Tiruvannamalai,Tiruvannamalai,Tamil Nadu,606601.0,12.2255375,79.0382344,1,Type 2 (AC),7 kW,Operational,,https://zeoncharging.com/ev-charging-tiruvannamalai-ashreya-suites-tiruvannamalai-tamil-nadu-india-606601,verified (site page),Tiruvannamalai town
Tiruvannamalai - Ramana Towers / Amrutham Andhra Restaurant,Zeon Charging,"Ramana Towers, Tiruvannamalai, 606601",Tiruvannamalai,Tiruvannamalai,Tamil Nadu,606601.0,12.2198875,79.0571094,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-tiruvannamalai-ramana-towers-amrutham-andhra-restaurant-tiruvannamalai-tamil-nadu-india-606601,verified (site page),Tiruvannamalai town
Kalyan Grand Business Hotel,Unknown Operator,"247 Grand Southern Trunk Rd, Next to Vandalur Zoo",Vandalur,Vandalur,Tamil Nadu,600048.0,12.873800155645254,80.07849378133422,1,CCS (Type 2),24.0,Operational,Rs 20.5/kWh,https://www.evchargestation.in/ev-station/kalyan-grand-business-hotel-vandalur-tamil-nadu,verified (site page),Urban/City
Keerthi Residency,Zeon Charging,"3/424, Pokkuvarathu Nagar, Rameswaram Highway",Vani,Vani,Tamil Nadu,623536.0,9.35021,78.88531,1,Type 2 (Tethered Connector),7.4,Operational,On request,https://www.evchargestation.in/ev-station/keerthi-residency-vani-tamil-nadu,verified (site page),Urban/City
Sree Annapoorna Restaurant,Chargezone (India),"Jameen Bus Stop, NH45",Ambur,Vellore,Tamil Nadu,635812.0,12.85301412,78.81703476,10,CCS (Type 2),120.0,Operational,Rs.23,https://www.evchargestation.in/ev-station/sree-annapoorna-restaurant-ambur-vellore-tamil-nadu,verified (site page),Urban/City
Tata Power - Thalappakatti Hotels Ambur,Tata Power,"No 5, M C Road, Ambur, Vellore",Ambur,Vellore,Tamil Nadu,,12.7898,78.7166,3,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
IOCL - Achu & Arvind,IOCL,"S No 355/1A, Vazhapandal, Kalavai, B Site Ksk Mambakkam, Vellore",Kalavai,Vellore,Tamil Nadu,,12.75,79.35,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
Ather - Mandeez Kitchen,Ather Grid,"230, Katpadi Rd, Suthanthira Ponvizha Nagar, Mottur, Viruthampattu, Vellore",Katpadi,Vellore,Tamil Nadu,,12.9698,79.1378,3,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),Vellore city
Ather - River View Hotel,Ather Grid,"New Katpadi Road, Kilithampatarai, Katpadi, NH234, Vellore",Katpadi,Vellore,Tamil Nadu,,12.9698,79.1378,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH234
Ather - Sri Vishnu Cinemas,Ather Grid,"Near New Bus Stand, Katpadi, Viruthampattu, Vellore",Katpadi,Vellore,Tamil Nadu,,12.9698,79.1378,3,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),Vellore city
HPCL - MRL,HPCL,"SF 385/1A1B, Melpadi, Vellore",Melpadi,Vellore,Tamil Nadu,,12.85,79.05,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
IOCL - Asokan Agencies,IOCL,"S No 75/2 & 75/4, Natrampalli, Kuppam Road, Jangalapuram, Vellore",Natrampalli,Vellore,Tamil Nadu,,12.6167,78.5167,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48/NH234
IOCL - Sss Agency Ksk,IOCL,"S No 143/2A, Nemili, Gandhisalai, Vellore",Nemili,Vellore,Tamil Nadu,,12.9833,79.4667,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
Ather - Grid Peranampattu,Ather Grid,"Deeramathi St, Peranampattu, Vellore",Peranampattu,Vellore,Tamil Nadu,,12.75,79.3,3,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
Ather - Green-Tech Solutions,Ather Grid,"Shop no:8,14, AB Complex, Police Line Street, Vellore",Vellore,Vellore,Tamil Nadu,,12.9165,79.1325,3,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),Vellore city
Hotel Benzz Park,Relux Electric (India),"4, Thottapalayam Pillayar Koil St, Thottapalayam",Vellore,Vellore,Tamil Nadu,632004.0,12.929099273160231,79.1336516,1,CCS (Type 2),30.0,Operational,Rs.22/-,https://www.evchargestation.in/ev-station/hotel-benzz-park-vellore-tamil-nadu,verified (site page),Urban/City
Regency Sameera Vellore by GRT Hotels,Zeon Charging,"No.145, Green Circle, New Bypass Road",Vellore,Vellore,Tamil Nadu,632004.0,12.93209,79.13843,1,CCS (Type 2),24.0,Operational,On request,https://www.evchargestation.in/ev-station/regency-sameera-vellore-by-grt-hotels-vellore-tamil-nadu,verified (site page),Urban/City
Tata Power - FPL Vehicles,Tata Power,"33/5A1, Chennai Bangalore Highway, Vellore",Vellore,Vellore,Tamil Nadu,,12.9165,79.1325,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
Tata Power - MG FPL,Tata Power,"33/5A1, Chennai Bangalore Highway, Perumugai, Vellore",Vellore,Vellore,Tamil Nadu,,12.95,79.15,1,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
IOCL - Sakthi Agency,IOCL,"NH45, Asanur",Asanur,Villupuram,Tamil Nadu,,12.05,79.55,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
Ather - Hotel Nadhan's Toll Punjabi Dhaba,Ather Grid,"XQPQ+P88, Thiruchitrambalam-Auroville Junction",Auroville Junction,Villupuram,Tamil Nadu,,12.0167,79.8167,3,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),ECR/NH32 near Auroville
IOCL - Sri Vinayaga Muruga,IOCL,"Chennai Trichy Main Road, Chittani",Chittani,Villupuram,Tamil Nadu,,12.15,79.6,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
Gingee - Maurya Residency,Zeon Charging,"Gingee-Tindivanam Rd, Ponpatti, 604202",Gingee,Villupuram,Tamil Nadu,604202.0,12.2496625,79.4307344,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-gingee-maurya-residency-6cxj-v79-ponpatti-tamil-nadu-india-604202,verified (site page),Gingee-Tindivanam road
Ather - Nandans Punjabi,Ather Grid,"No 132, Villupuram Rd, Near Police Station, Kandamangalam",Kandamangalam,Villupuram,Tamil Nadu,,12.05,79.55,3,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
HPCL - Chakra,HPCL,"NH32, Kiliyanur",Kiliyanur,Villupuram,Tamil Nadu,,11.85,79.45,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
Marakkanam - Mango Hill Hotel Shallow Beach,Zeon Charging,"Vallathamman Koil Road, Chettikuppam, Marakkanam, 604303",Marakkanam,Villupuram,Tamil Nadu,604303.0,12.1118875,79.9132656,2,CCS2 (DC),30 kW,Operational,,https://zeoncharging.com/ev-charging-marakkanam-mango-hill-hotel-shallow-beach-4w67-q82-kilpettai-tamil-nadu-india-604303,verified (site page),ECR Marakkanam
HPCL - Sri Varadhan,HPCL,"3/1A, VPM TRK Main Road, Mugaiyur",Mugaiyur,Villupuram,Tamil Nadu,,12.05,79.45,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
Ather - Nandans Punjabi Dhaba (Tailapuram),Ather Grid,"3QC3+WV4, Tailapuram",Tailapuram,Villupuram,Tamil Nadu,,12.1,79.6,3,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
NTPC - NPS Agency,NTPC/IOCL,"IOCL-Pondicherry, SH37, Koonichampet, Thirukkanur",Thirukkanur,Villupuram,Tamil Nadu,,12.05,79.7,3,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),near TN-Puducherry border
Hotel Aishwarya Bhavan,Relux Electric (India),"Chennai - Trichy Highway, Tindivanam",Tindivanam,Villupuram,Tamil Nadu,604001.0,12.24034498,79.66228159,1,CCS (Type 2),110.0,Operational,Rs.22/-,https://www.evchargestation.in/ev-station/hotel-aishwarya-bhavan-tindivanam-villupuram-tamil-nadu,verified (site page),Urban/City
Zeon Charging - Nalathur,Zeon Charging,"7/1 Nalathur Village, NH32, Tindivanam",Tindivanam,Villupuram,Tamil Nadu,,12.2358,79.6547,1,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
Kazam - Cafe Udupi Ruchi (Ulundurpettai),Kazam,"102/19, Cafe Udupi Ruchi, Chennai Trichy NH, Ulundurpettai",Ulundurpettai,Villupuram,Tamil Nadu,,11.6667,79.3333,2,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
Zeon Electric - Cafe Udupi Ruchi (Ulundurpettai),Zeon Charging,"102/19, Cafe Udupi Ruchi, Chennai Trichy NH, Ulundurpettai",Ulundurpettai,Villupuram,Tamil Nadu,,11.6667,79.3333,5,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
BPCL - V. Salai,BPCL,"Sy No 148/1, NH38, Chennai Trichy Highway, V. Salai",Vikravandi,Villupuram,Tamil Nadu,,11.9482,79.5661,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32/NH38 Chennai-Trichy
Vikravandi - Arutperun Jothi,Zeon Charging,"Vikravandi, 605652",Vikravandi,Villupuram,Tamil Nadu,605652.0,12.0202625,79.5360781,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-vikravandi-arutperun-jothi-vikravandi-tamil-nadu-india-605652,verified (site page),NH45/Villupuram-Vikravandi road
Ather - Villupuram,Ather Grid,"14, Chennai Main Road, Kamalanagar, Villupuram",Villupuram,Villupuram,Tamil Nadu,,11.9401,79.4861,3,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
Ocean Spray Resort,Relux Electric (India),"No: 7 8 9 SH 49, Manjakuppam",Villupuram,Villupuram,Tamil Nadu,604303.0,12.06587465,79.88027083,1,CCS (Type 2),30.0,Operational,Rs.22/-,https://www.evchargestation.in/ev-station/ocean-spray-resort-villupuram-tamil-nadu,verified (site page),Urban/City
Statiq - Noor Residency,Statiq (IN),"Left Side of Hotel Main Entrance, Chennai-Trichy Hwy, MKT Nagar, Villupuram",Villupuram,Villupuram,Tamil Nadu,,11.9401,79.4861,4,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Viluppuram,approximate (town/road-level),NH32 Chennai-Trichy
Viluppuram - Arutperun Jothi / Ayyur Agaram,Zeon Charging,"Ayyur Agaram, Viluppuram, 605602",Viluppuram,Villupuram,Tamil Nadu,605602.0,11.9798375,79.5076719,2,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-viluppuram-arutperun-jothi-ayyur-agaram-viluppuram-tamil-nadu-india-605602,verified (site page),NH45/NH66 Villupuram junction
Hotel Arun Cafe,Zeon Charging,"NH - 45B, Trichy - Madurai Highway, Vadugappatti",Viralimalai,Viralimalai,Tamil Nadu,621316.0,10.6244,78.56317,1,CCS (Type 2),24.0,Operational,On request,https://www.evchargestation.in/ev-station/hotel-arun-cafe-viralimalai-tamil-nadu,verified (site page),Urban/City
Dynasty AK Plaza Relux,Dynasty (Relux),"NH 744, No 53c, AK Plaza, Rajapalayam, Virudhunagar",Rajapalayam,Virudhunagar,Tamil Nadu,,9.4517,77.5537,1,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Virudhunagar,approximate (town/road-level),NH744 Rajapalayam
IOCL - Shree Krishna,IOCL,"S No 4/2, Sattur Main Rd, Sattur, A Ramalingapuram, Virudhunagar",Sattur,Virudhunagar,Tamil Nadu,,9.3428,77.9364,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Virudhunagar,approximate (town/road-level),Virudhunagar district
